investment_code,COD_UNICO,VAL_CIERRE_BRECHA_F9,FEC_CREA,IND_CIE_BRE,DES_BRECHA,DES_UM,ID_UM,EST_CIE_BRE,NUM_DIAS_REST,DES_GLOSA_REST
2705436,2705436,0.0,,En Programación,PORCENTAJE DE HOSPITALES CON CAPACIDAD INSTALADA INADECUADA,ESTABLECIMIENTO DE SALUD,174,,0,
2660498,2660498,50.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS,PERSONAS,100,,0,
2598508,2598508,20.0,,En Programación,PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO TECNIFICADO,HA,17,,0,
2194661,2194661,2487.0,,En Cierre,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,-1242,
2499210,2499210,24.0,,En Programación,PORCENTAJE DE POBLACIÓN URBANA QUE NO TIENE CONTINUIDAD DEL SERVICIO DE AGUA POTABLE,HORAS,76,,0,
2628986,2628986,1.0,,En Programación,PORCENTAJE DE PUNTOS CRÍTICOS EN LAS QUEBRADAS NO PROTEGIDAS ANTE PELIGROS,PUNTOS CRÍTICOS EN QUEBRADA,248,,0,
2500995,2500995,1.0,,En Programación,PORCENTAJE DE UNIDADES ORGÁNICAS DE LA ENTIDAD CON INADECUADO ÍNDICE DE OCUPACIÓN,UNIDADES ORGÁNICAS,303,,0,
2152952,2152952,0.0,,En Cierre,,,0,,0,
2687722,2687722,18.8,,En Programación,PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO TECNIFICADO,HA,17,,0,
2352536,2352536,5.0,,En Programación,PORCENTAJE DE M2 DE ESPACIOS PÚBLICOS PARA EL ESPARCIMIENTO Y RECREACIÓN EN ZONAS URBANAS POR IMPLEMENTAR,M2,15,,0,
2705952,2705952,1273.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2530397,2530397,1.0,,En Programación,PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS,SISTEMA DE RIEGO,281,,0,
2380177,2380177,0.5,,En Cierre,PORCENTAJE DE M2 DE ESPACIOS PÚBLICOS VERDES EN ZONAS URBANAS POR IMPLEMENTAR,M2,15,,-994,
2478143,2478143,1.0,,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS,INSTALACIONES DEPORTIVAS Y/O RECREATIVAS,269,,0,
2575737,2575737,30.0,,En Programación,PORCENTAJE DE SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES CON CAPACIDAD OPERATIVA INADECUADA,SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES,181,,0,
2715592,2715592,52.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2510026,2510026,1.0,,En Programación,PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS,SISTEMA DE RIEGO,281,,0,
2405435,2405435,1.0,,En Cierre,PORCENTAJE DE MERCADOS DE ABASTOS QUE OPERAN EN CONDICIONES INADECUADAS,MERCADO,280,,-1365,
2671103,2671103,250.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2084942,2084942,100.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2632443,2632443,63.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN SECUNDARIA EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,,0,
2503709,2503709,54047.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2647353,2647353,40.0,,En Programación,PORCENTAJE DE PUNTOS CRÍTICOS EN LAS QUEBRADAS NO PROTEGIDAS ANTE PELIGROS,PUNTOS CRÍTICOS EN QUEBRADA,248,,0,
2610389,2610389,1.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN INICIAL EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,,0,
2673405,2673405,1291.61,,En Programación,PORCENTAJE DE SUPERFICIE DE ECOSISTEMAS DEGRADADOS QUE BRINDAN SERVICIOS ECOSISTÉMICOS QUE REQUIEREN DE RECUPERACIÓN,HA,17,,0,
2393130,2393130,1.0,,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS QUE BRINDAN EL SERVICIO DEPORTIVO DE COMPETENCIA EN CONDICIONES INADECUADAS,INSTALACIÓN DEPORTIVA,156,,0,
2626838,2626838,1.0,,En Programación,PORCENTAJE DE PERSONAS NO MATRICULADAS EN EL NIVEL SECUNDARIA RESPECTO A LA DEMANDA POTENCIAL,PERSONA/AÑO,24,,0,
2710911,2710911,80.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN PRIMARIA EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,,0,
2332327,2332327,133.0,,En Programación,PORCENTAJE DE VIVIENDAS EN EL ÁMBITO RURAL QUE NO CUENTAN CON SERVICIO ELÉCTRICO,VIVIENDAS ATENDIDAS/AÑO,242,,0,
2656746,2656746,0.0,,En Programación,PORCENTAJE DE HOSPITALES CON CAPACIDAD INSTALADA INADECUADA,ESTABLECIMIENTO DE SALUD,174,,0,
2452682,2452682,1.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN INICIAL EN CONDICIONES INADECUADAS,LOCAL EDUCATIVO,188,,0,
2588741,2588741,1.0,,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS,INSTALACIONES DEPORTIVAS Y/O RECREATIVAS,269,,0,
2627291,2627291,264.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2520366,2520366,235.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2244494,2244494,5.6,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2466120,2466120,1.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN PRIMARIA EN CONDICIONES INADECUADAS,LOCAL EDUCATIVO,188,,0,
2691162,2691162,121.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2324520,2324520,288.0,,En Cierre,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,-1648,
2596184,2596184,92.0,,En Programación,PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO TECNIFICADO,HA,17,,0,
2309952,2309952,150.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2338438,2338438,72.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2684431,2684431,1.0,,En Programación,PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS,SISTEMA DE RIEGO,281,,0,
2395076,2395076,0.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2642432,2642432,1.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN PRIMARIA EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,,0,
2131115,2131115,0.0,2026-03-09 21:22:27,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN SECUNDARIA EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,Validado,0,
2165499,2165499,6.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN INICIAL EN CONDICIONES INADECUADAS,LOCAL EDUCATIVO,188,,0,
2617573,2617573,1.0,,En Cierre,PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS,INSTALACIONES DEPORTIVAS Y/O RECREATIVAS,269,,0,
2320661,2320661,474.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2480522,2480522,10.0,,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS,INSTALACIONES DEPORTIVAS Y/O RECREATIVAS,269,,0,
2616404,2616404,1.0,,En Programación,PORCENTAJE DE CEMENTERIOS CON CAPACIDAD INSTALADA INADECUADA,CEMENTERIO,289,,0,
2647097,2647097,615.01,,En Programación,PORCENTAJE DE M2 DE ESPACIOS PÚBLICOS PARA EL ESPARCIMIENTO Y RECREACIÓN EN ZONAS URBANAS POR IMPLEMENTAR,M2,15,,0,
2527652,2527652,80.0,,En Programación,PORCENTAJE DE PLATAFORMAS DE ATENCIÓN DE SERVICIOS DEL ESTADO POR IMPLEMENTAR,PERSONAS,100,,0,
2530482,2530482,100.0,,En Programación,PORCENTAJE DE UNIDADES DE SERENAZGO MUNICIPAL POR IMPLEMENTAR,UNIDAD DE SERENAZGO MUNICIPAL,276,,0,
2541814,2541814,54.0,,En Programación,PORCENTAJE DE VIVIENDAS EN EL ÁMBITO RURAL QUE NO CUENTAN CON SERVICIO ELÉCTRICO,VIVIENDA ATENDIDA,331,,0,
2715454,2715454,356.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2423388,2423388,2.0,,En Programación,PORCENTAJE DE PUNTOS CRÍTICOS EN RIBERA DE RÍO NO PROTEGIDOS ANTE PELIGROS,PUNTOS CRÍTICOS EN RIBERA DE RÍO,138,,0,
2650787,2650787,1.0,,En Programación,PORCENTAJE DE ÁREAS URBANAS SIN SERVICIO DE DRENAJE PLUVIAL,HA,17,,0,
2557718,2557718,752.0,,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS,INSTALACIONES DEPORTIVAS Y/O RECREATIVAS,269,,0,
2666634,2666634,505.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2451776,2451776,50.0,,En Programación,INDICADOR DE BRECHA POR DEFINIR,UNIDAD DE MEDIDA POR DEFINIR,305,,0,
2692290,2692290,1.0,,En Programación,PORCENTAJE DE HOSPITALES CON CAPACIDAD INSTALADA INADECUADA,ESTABLECIMIENTO DE SALUD,174,,0,
2432844,2432844,395.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2610614,2610614,0.1,,En Cierre,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,-233,En 70 días se vencerá el plazo para registrar la Sección C del Formato N° 09.
2335614,2335614,284.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2480722,2480722,90.0,,En Cierre,PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO TECNIFICADO,HA,17,,-1282,
2699566,2699566,0.08,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2709662,2709662,1.0,,En Programación,PORCENTAJE DE MERCADOS DE ABASTOS POR IMPLEMENTAR,MERCADO,280,,0,
2508582,2508582,2.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN SECUNDARIA EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,,0,
2651835,2651835,1035.0,,En Programación,PORCENTAJE DE POBLACIÓN RURAL QUE NO TIENE CONTINUIDAD DEL SERVICIO DE AGUA POTABLE,PERSONAS,100,,0,
2681252,2681252,1.0,,En Programación,PORCENTAJE DE ESTABLECIMIENTOS DE SALUD DEL PRIMER NIVEL DE ATENCIÓN CON CAPACIDAD INSTALADA INADECUADA,ESTABLECIMIENTO DE SALUD,174,,0,
2689534,2689534,0.012,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2547741,2547741,1.0,,En Programación,PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS,SISTEMA DE RIEGO,281,,0,
2329375,2329375,460.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2167952,2167952,0.08,,En Programación,PORCENTAJE DE ÁREAS URBANAS SIN SERVICIO DE DRENAJE PLUVIAL,HA,17,,0,
2619442,2619442,12.055,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2433564,2433564,245.0,,En Cierre,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,-1610,
2693598,2693598,1941.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2660367,2660367,233.95,,En Programación,PORCENTAJE DE M2 DE ESPACIOS PÚBLICOS PARA EL ESPARCIMIENTO Y RECREACIÓN EN ZONAS URBANAS POR IMPLEMENTAR,M2,15,,0,
2598839,2598839,1.0,,En Cierre,PORCENTAJE DE SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES CON CAPACIDAD OPERATIVA INADECUADA,SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES,181,,-272,
2602332,2602332,1.0,,En Programación,PORCENTAJE DE M2 DE ESPACIOS PÚBLICOS VERDES EN ZONAS URBANAS POR IMPLEMENTAR,M2,15,,0,
2504206,2504206,210.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2623066,2623066,310.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS,PERSONAS,100,,0,
2667883,2667883,1046.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2594822,2594822,0.002,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2523347,2523347,330.0,,En Cierre,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,-336,
2537519,2537519,0.5,,En Programación,PORCENTAJE DE SISTEMAS DE INFORMACIÓN QUE NO FUNCIONAN ADECUADAMENTE,SISTEMA DE INFORMACIÓN,166,,0,
2463306,2463306,41.91,,En Programación,PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO,HA,17,,0,
2234754,2234754,80.0,,En Programación,INDICADOR DE BRECHA POR DEFINIR,UNIDAD DE MEDIDA POR DEFINIR,305,,0,
2131121,2131121,0.0,2026-03-09 21:33:32,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN BÁSICA ALTERNATIVA EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,Validado,0,
2705730,2705730,823.0,,En Programación,PORCENTAJE DE SISTEMAS DE MANEJO DE RESIDUOS SÓLIDOS POR IMPLEMENTAR PARA LA PROVISIÓN DEL SERVICIO,SISTEMA DE MANEJO DE RESIDUOS SÓLIDOS,302,,0,
2694850,2694850,0.0,,En Cierre,,,0,,-66,En 64 días se vencerá el plazo para registrar la Sección C del Formato N° 09.
2534303,2534303,50.0,,En Programación,PORCENTAJE DE CENTROS MAC (MEJOR ATENCIÓN AL CIUDADANO) POR IMPLEMENTAR,CENTROS MAC,236,,0,
2657839,2657839,1.0,,En Programación,PORCENTAJE DE CENTROS DE PROTECCIÓN Y CUIDADO DIURNO POR IMPLEMENTAR,CENTROS DE PROTECCIÓN Y CUIDADO DIURNO,300,,0,
2513814,2513814,160.81,,En Programación,PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO,HA,17,,0,
2552669,2552669,350.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS,PERSONAS,100,,0,
2459555,2459555,0.0,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2645720,2645720,304.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2712587,2712587,1.0,,En Programación,PORCENTAJE DE SEDES JUDICIALES QUE OPERAN EN CONDICIONES INADECUADAS,SEDE JUDICIAL,330,,0,
2508568,2508568,1.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN PRIMARIA EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,,0,
2483285,2483285,2040.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2713712,2713712,1.0,,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS,INSTALACIONES DEPORTIVAS Y/O RECREATIVAS,269,,0,
2457931,2457931,14.0,,En Programación,PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO,HA,17,,0,
2705280,2705280,1.0,,En Programación,PORCENTAJE DE PUNTOS CRÍTICOS EN RIBERA DE RÍO NO PROTEGIDOS ANTE PELIGROS,PUNTOS CRÍTICOS EN RIBERA DE RÍO,138,,0,
2502134,2502134,38.05,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2659607,2659607,828.0,,En Programación,PORCENTAJE DE M2 DE ESPACIOS PÚBLICOS PARA EL ESPARCIMIENTO Y RECREACIÓN EN ZONAS URBANAS POR IMPLEMENTAR,M2,15,,0,
2703429,2703429,8.8,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2716925,2716925,1.0,,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS,INSTALACIONES DEPORTIVAS Y/O RECREATIVAS,269,,0,
2655445,2655445,4359.0,,En Programación,PORCENTAJE DE M2 DE ESPACIOS PÚBLICOS PARA EL ESPARCIMIENTO Y RECREACIÓN EN ZONAS URBANAS POR IMPLEMENTAR,M2,15,,0,
2708377,2708377,5.8,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2569808,2569808,50.0,,En Programación,PORCENTAJE DE PRODUCTORES AGROPECUARIOS SIN SERVICIO DE ASISTENCIA TÉCNICA,PRODUCTORES ASISTIDOS,195,,0,
2701241,2701241,1.0,,En Programación,PORCENTAJE DE SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES CON CAPACIDAD OPERATIVA INADECUADA,SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES,181,,0,
2268151,2268151,1.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN INICIAL EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,,0,
2707086,2707086,1.0,,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS QUE BRINDAN EL SERVICIO DEPORTIVO DE COMPETENCIA EN CONDICIONES INADECUADAS,INSTALACIÓN DEPORTIVA,156,,0,
