investment_code,COD_UNICO,DES_TIPO,COD_MES,PERIODO,MTO_ACT,FEC_PFA
2508582,2508582,ACTUALIZADO,10,2026-10,0.0,2026-02-24 19:23:11
2508582,2508582,ACTUALIZADO,12,2026-12,0.0,2026-02-24 19:23:11
2508582,2508582,ACTUALIZADO,2,2026-02,0.0,2026-02-24 19:23:11
2508582,2508582,ACTUALIZADO,5,2026-05,0.0,2026-02-24 19:23:11
2508582,2508582,ACTUALIZADO,8,2026-08,0.0,2026-02-24 19:23:11
2508582,2508582,ACTUALIZADO,11,2026-11,0.0,2026-02-24 19:23:11
2651835,2651835,ACTUALIZADO,3,2026-03,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,7,2026-07,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,1,2026-01,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,4,2026-04,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,12,2026-12,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,5,2026-05,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,6,2026-06,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,9,2026-09,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,10,2026-10,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,2,2026-02,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,8,2026-08,0.0,2026-02-24 17:08:47
2651835,2651835,ACTUALIZADO,11,2026-11,0.0,2026-02-24 17:08:47
2689534,2689534,ACTUALIZADO,12,2026-12,236665.89,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,9,2026-09,236665.91,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,3,2026-03,0.0,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,8,2026-08,236665.91,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,10,2026-10,236665.91,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,4,2026-04,0.0,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,5,2026-05,0.0,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,6,2026-06,0.0,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,1,2026-01,0.0,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,2,2026-02,0.0,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,7,2026-07,236665.91,2026-02-24 03:33:34
2689534,2689534,ACTUALIZADO,11,2026-11,236665.91,2026-02-24 03:33:34
2547741,2547741,ACTUALIZADO,3,2026-03,50000.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,4,2026-04,20000.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,7,2026-07,0.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,12,2026-12,0.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,11,2026-11,0.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,1,2026-01,0.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,2,2026-02,30000.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,5,2026-05,0.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,10,2026-10,0.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,8,2026-08,0.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,9,2026-09,0.0,2026-02-11 21:10:42
2547741,2547741,ACTUALIZADO,6,2026-06,0.0,2026-02-11 21:10:42
2619442,2619442,ACTUALIZADO,11,2026-11,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,1,2026-01,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,8,2026-08,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,2,2026-02,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,12,2026-12,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,9,2026-09,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,5,2026-05,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,3,2026-03,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,4,2026-04,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,6,2026-06,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,7,2026-07,0.0,2026-03-13 14:07:48
2619442,2619442,ACTUALIZADO,10,2026-10,0.0,2026-03-13 14:07:48
2598839,2598839,ACTUALIZADO,7,2026-07,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,8,2026-08,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,1,2026-01,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,2,2026-02,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,11,2026-11,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,5,2026-05,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,9,2026-09,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,10,2026-10,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,4,2026-04,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,12,2026-12,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,6,2026-06,0.0,2026-02-06 21:53:50
2598839,2598839,ACTUALIZADO,3,2026-03,0.0,2026-02-06 21:53:50
2537519,2537519,ACTUALIZADO,4,2026-04,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,7,2026-07,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,10,2026-10,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,12,2026-12,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,9,2026-09,3500000.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,11,2026-11,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,5,2026-05,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,8,2026-08,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,2,2026-02,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,1,2026-01,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,3,2026-03,0.0,2026-02-17 18:05:44
2537519,2537519,ACTUALIZADO,6,2026-06,0.0,2026-02-17 18:05:44
2463306,2463306,ACTUALIZADO,11,2026-11,300037.1,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,10,2026-10,254086.0,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,1,2026-01,1391.0,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,2,2026-02,5108.94,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,3,2026-03,222201.17,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,9,2026-09,290616.0,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,12,2026-12,114370.5,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,4,2026-04,322271.23,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,8,2026-08,355696.42,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,5,2026-05,785405.76,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,6,2026-06,1002675.46,2026-03-26 01:28:45
2463306,2463306,ACTUALIZADO,7,2026-07,346140.42,2026-03-26 01:28:45
2131121,2131121,ACTUALIZADO,8,2026-08,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,12,2026-12,13397.43,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,6,2026-06,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,7,2026-07,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,4,2026-04,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,5,2026-05,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,3,2026-03,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,10,2026-10,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,11,2026-11,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,1,2026-01,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,2,2026-02,0.0,2026-02-18 23:05:58
2131121,2131121,ACTUALIZADO,9,2026-09,0.0,2026-02-18 23:05:58
2705730,2705730,ACTUALIZADO,1,2026-01,0.0,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,3,2026-03,0.0,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,10,2026-10,0.0,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,11,2026-11,0.0,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,5,2026-05,4093.33,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,6,2026-06,421726.67,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,2,2026-02,0.0,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,8,2026-08,3800.0,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,7,2026-07,0.0,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,12,2026-12,0.0,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,4,2026-04,19093.33,2026-03-20 15:47:58
2705730,2705730,ACTUALIZADO,9,2026-09,0.0,2026-03-20 15:47:58
2694850,2694850,ACTUALIZADO,2,2026-02,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,1,2026-01,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,5,2026-05,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,7,2026-07,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,10,2026-10,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,3,2026-03,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,4,2026-04,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,9,2026-09,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,12,2026-12,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,6,2026-06,1390.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,8,2026-08,0.0,2026-03-02 20:29:48
2694850,2694850,ACTUALIZADO,11,2026-11,0.0,2026-03-02 20:29:48
2534303,2534303,ACTUALIZADO,9,2026-09,0.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,10,2026-10,0.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,2,2026-02,0.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,3,2026-03,3500.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,8,2026-08,0.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,12,2026-12,0.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,1,2026-01,0.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,4,2026-04,2500.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,7,2026-07,0.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,6,2026-06,2050.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,11,2026-11,0.0,2026-02-23 19:45:36
2534303,2534303,ACTUALIZADO,5,2026-05,1950.0,2026-02-23 19:45:36
2513814,2513814,ACTUALIZADO,2,2026-02,0.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,4,2026-04,0.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,8,2026-08,0.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,7,2026-07,0.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,10,2026-10,500000.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,11,2026-11,750000.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,12,2026-12,930000.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,1,2026-01,0.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,3,2026-03,0.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,5,2026-05,0.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,6,2026-06,0.0,2026-02-24 21:50:03
2513814,2513814,ACTUALIZADO,9,2026-09,0.0,2026-02-24 21:50:03
2645720,2645720,ACTUALIZADO,1,2026-01,18402.52,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,10,2026-10,0.0,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,5,2026-05,0.0,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,2,2026-02,124210.16,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,4,2026-04,473590.32,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,11,2026-11,0.0,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,3,2026-03,9597.0,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,6,2026-06,0.0,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,7,2026-07,0.0,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,8,2026-08,0.0,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,9,2026-09,0.0,2026-03-10 20:28:17
2645720,2645720,ACTUALIZADO,12,2026-12,24455.56,2026-03-10 20:28:17
2502134,2502134,ACTUALIZADO,3,2026-03,0.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,11,2026-11,0.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,7,2026-07,0.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,9,2026-09,24460000.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,2,2026-02,0.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,4,2026-04,0.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,6,2026-06,14487000.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,10,2026-10,0.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,5,2026-05,0.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,12,2026-12,29846000.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,1,2026-01,0.0,2026-02-20 21:36:16
2502134,2502134,ACTUALIZADO,8,2026-08,0.0,2026-02-20 21:36:16
2703429,2703429,ACTUALIZADO,1,2026-01,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,4,2026-04,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,12,2026-12,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,10,2026-10,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,3,2026-03,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,5,2026-05,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,7,2026-07,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,2,2026-02,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,8,2026-08,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,6,2026-06,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,9,2026-09,0.0,2026-02-11 15:07:11
2703429,2703429,ACTUALIZADO,11,2026-11,0.0,2026-02-11 15:07:11
2716925,2716925,ACTUALIZADO,7,2026-07,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,1,2026-01,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,2,2026-02,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,3,2026-03,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,8,2026-08,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,12,2026-12,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,6,2026-06,43000.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,9,2026-09,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,11,2026-11,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,4,2026-04,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,5,2026-05,0.0,2026-02-26 12:13:00
2716925,2716925,ACTUALIZADO,10,2026-10,0.0,2026-02-26 12:13:00
2569808,2569808,ACTUALIZADO,2,2026-02,42834.12,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,11,2026-11,0.0,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,4,2026-04,93686.62,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,6,2026-06,0.0,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,3,2026-03,97000.0,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,5,2026-05,0.0,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,10,2026-10,0.0,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,1,2026-01,16479.26,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,7,2026-07,0.0,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,12,2026-12,0.0,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,9,2026-09,0.0,2026-03-09 22:23:18
2569808,2569808,ACTUALIZADO,8,2026-08,0.0,2026-03-09 22:23:18
2707086,2707086,ACTUALIZADO,1,2026-01,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,2,2026-02,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,3,2026-03,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,8,2026-08,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,5,2026-05,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,6,2026-06,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,9,2026-09,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,12,2026-12,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,7,2026-07,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,11,2026-11,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,4,2026-04,0.0,2026-02-25 19:22:08
2707086,2707086,ACTUALIZADO,10,2026-10,0.0,2026-02-25 19:22:08
2701241,2701241,ACTUALIZADO,1,2026-01,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,5,2026-05,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,6,2026-06,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,8,2026-08,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,4,2026-04,447650.34,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,7,2026-07,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,11,2026-11,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,3,2026-03,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,10,2026-10,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,9,2026-09,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,2,2026-02,0.0,2026-04-07 16:02:17
2701241,2701241,ACTUALIZADO,12,2026-12,0.0,2026-04-07 16:02:17
2624701,2624701,ACTUALIZADO,4,2026-04,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,11,2026-11,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,6,2026-06,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,8,2026-08,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,7,2026-07,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,9,2026-09,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,12,2026-12,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,10,2026-10,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,2,2026-02,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,3,2026-03,81565.78,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,1,2026-01,0.0,2026-02-05 16:28:05
2624701,2624701,ACTUALIZADO,5,2026-05,0.0,2026-02-05 16:28:05
2614924,2614924,ACTUALIZADO,1,2026-01,210000.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,3,2026-03,863693.6,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,5,2026-05,0.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,9,2026-09,0.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,6,2026-06,544642.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,10,2026-10,0.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,7,2026-07,0.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,4,2026-04,0.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,8,2026-08,0.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,12,2026-12,0.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,2,2026-02,300000.0,2025-02-04 21:51:51
2614924,2614924,ACTUALIZADO,11,2026-11,0.0,2025-02-04 21:51:51
2476686,2476686,ACTUALIZADO,2,2026-02,0.0,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,9,2026-09,238413.14,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,10,2026-10,1503558.72,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,11,2026-11,2386022.99,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,8,2026-08,70115.32,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,1,2026-01,0.0,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,7,2026-07,108736.2,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,12,2026-12,2583462.67,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,3,2026-03,0.0,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,4,2026-04,0.0,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,5,2026-05,0.0,2026-03-19 18:00:02
2476686,2476686,ACTUALIZADO,6,2026-06,0.0,2026-03-19 18:00:02
2692733,2692733,ACTUALIZADO,10,2026-10,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,5,2026-05,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,6,2026-06,279160.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,7,2026-07,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,8,2026-08,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,1,2026-01,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,9,2026-09,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,12,2026-12,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,3,2026-03,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,2,2026-02,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,11,2026-11,0.0,2026-03-24 01:59:31
2692733,2692733,ACTUALIZADO,4,2026-04,0.0,2026-03-24 01:59:31
2691575,2691575,ACTUALIZADO,10,2026-10,119695.79,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,11,2026-11,119695.79,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,12,2026-12,119695.83,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,7,2026-07,119695.79,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,9,2026-09,119695.79,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,1,2026-01,0.0,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,6,2026-06,119695.79,2026-02-16 14:04:17
