investment_code,COD_UNICO,DES_TIPO,COD_MES,PERIODO,MTO_ACT,FEC_PFA
2691575,2691575,ACTUALIZADO,2,2026-02,0.0,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,5,2026-05,119695.79,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,8,2026-08,119695.79,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,3,2026-03,119695.79,2026-02-16 14:04:17
2691575,2691575,ACTUALIZADO,4,2026-04,119695.79,2026-02-16 14:04:17
2250100,2250100,ACTUALIZADO,2,2026-02,20272.62,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,3,2026-03,43120.51,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,1,2026-01,0.0,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,10,2026-10,0.0,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,4,2026-04,90000.0,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,5,2026-05,91332.0,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,9,2026-09,503375.61,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,7,2026-07,485445.0,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,11,2026-11,0.0,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,12,2026-12,0.0,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,8,2026-08,73600.0,2026-03-18 16:47:43
2250100,2250100,ACTUALIZADO,6,2026-06,413403.0,2026-03-18 16:47:43
2698600,2698600,ACTUALIZADO,5,2026-05,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,11,2026-11,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,1,2026-01,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,6,2026-06,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,9,2026-09,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,4,2026-04,1289.72,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,8,2026-08,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,2,2026-02,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,7,2026-07,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,3,2026-03,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,10,2026-10,0.0,2026-02-12 20:23:01
2698600,2698600,ACTUALIZADO,12,2026-12,0.0,2026-02-12 20:23:01
2709847,2709847,ACTUALIZADO,9,2026-09,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,10,2026-10,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,6,2026-06,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,1,2026-01,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,4,2026-04,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,8,2026-08,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,2,2026-02,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,3,2026-03,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,12,2026-12,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,5,2026-05,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,7,2026-07,0.0,2026-02-27 17:44:43
2709847,2709847,ACTUALIZADO,11,2026-11,0.0,2026-02-27 17:44:43
2689758,2689758,ACTUALIZADO,1,2026-01,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,3,2026-03,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,11,2026-11,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,5,2026-05,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,10,2026-10,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,2,2026-02,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,8,2026-08,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,4,2026-04,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,12,2026-12,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,6,2026-06,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,7,2026-07,0.0,2026-02-20 21:37:30
2689758,2689758,ACTUALIZADO,9,2026-09,0.0,2026-02-20 21:37:30
2494818,2494818,ACTUALIZADO,7,2026-07,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,6,2026-06,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,9,2026-09,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,3,2026-03,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,1,2026-01,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,5,2026-05,35000.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,10,2026-10,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,2,2026-02,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,8,2026-08,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,11,2026-11,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,12,2026-12,0.0,2026-02-27 04:01:58
2494818,2494818,ACTUALIZADO,4,2026-04,0.0,2026-02-27 04:01:58
2076673,2076673,ACTUALIZADO,7,2026-07,0.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,9,2026-09,0.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,12,2026-12,0.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,4,2026-04,6000.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,5,2026-05,7672.14,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,11,2026-11,0.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,2,2026-02,0.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,8,2026-08,0.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,1,2026-01,0.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,6,2026-06,0.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,10,2026-10,0.0,2026-03-09 19:29:07
2076673,2076673,ACTUALIZADO,3,2026-03,0.0,2026-03-09 19:29:07
2526438,2526438,ACTUALIZADO,3,2026-03,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,8,2026-08,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,5,2026-05,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,6,2026-06,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,9,2026-09,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,10,2026-10,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,12,2026-12,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,7,2026-07,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,11,2026-11,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,4,2026-04,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,2,2026-02,0.0,2026-02-25 15:20:04
2526438,2526438,ACTUALIZADO,1,2026-01,0.0,2026-02-25 15:20:04
2589727,2589727,ACTUALIZADO,5,2026-05,0.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,9,2026-09,0.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,3,2026-03,60000.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,11,2026-11,0.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,7,2026-07,30000.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,8,2026-08,0.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,12,2026-12,562230.91,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,6,2026-06,5000.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,2,2026-02,0.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,1,2026-01,0.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,4,2026-04,0.0,2026-02-23 14:00:31
2589727,2589727,ACTUALIZADO,10,2026-10,0.0,2026-02-23 14:00:31
2632679,2632679,ACTUALIZADO,2,2026-02,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,6,2026-06,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,1,2026-01,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,3,2026-03,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,7,2026-07,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,10,2026-10,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,5,2026-05,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,9,2026-09,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,12,2026-12,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,8,2026-08,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,11,2026-11,0.0,2026-02-06 16:46:58
2632679,2632679,ACTUALIZADO,4,2026-04,0.0,2026-02-06 16:46:58
2386567,2386567,ACTUALIZADO,1,2026-01,1651317.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,6,2026-06,477318.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,10,2026-10,156770.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,11,2026-11,138108.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,3,2026-03,1866545.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,4,2026-04,1079615.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,5,2026-05,694412.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,12,2026-12,59890.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,2,2026-02,2010142.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,7,2026-07,257356.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,8,2026-08,496929.0,2024-09-11 15:19:21
2386567,2386567,ACTUALIZADO,9,2026-09,528365.0,2024-09-11 15:19:21
2586825,2586825,ACTUALIZADO,3,2026-03,98887.08,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,2,2026-02,78495.08,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,5,2026-05,93335.08,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,1,2026-01,22897.72,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,8,2026-08,195643.0,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,12,2026-12,1217040.19,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,7,2026-07,180526.0,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,9,2026-09,150487.0,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,10,2026-10,145369.0,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,11,2026-11,196483.0,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,4,2026-04,95335.08,2026-02-12 21:44:30
2586825,2586825,ACTUALIZADO,6,2026-06,87631.96,2026-02-12 21:44:30
2538556,2538556,ACTUALIZADO,4,2026-04,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,12,2026-12,70734.34,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,1,2026-01,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,2,2026-02,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,9,2026-09,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,7,2026-07,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,10,2026-10,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,11,2026-11,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,3,2026-03,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,6,2026-06,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,5,2026-05,0.0,2024-10-09 21:36:15
2538556,2538556,ACTUALIZADO,8,2026-08,0.0,2024-10-09 21:36:15
2606568,2606568,ACTUALIZADO,6,2026-06,0.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,2,2026-02,0.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,8,2026-08,0.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,5,2026-05,0.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,9,2026-09,0.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,1,2026-01,0.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,3,2026-03,0.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,4,2026-04,0.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,7,2026-07,0.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,11,2026-11,160568.0,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,12,2026-12,400316.75,2026-02-25 15:37:53
2606568,2606568,ACTUALIZADO,10,2026-10,0.0,2026-02-25 15:37:53
2656973,2656973,ACTUALIZADO,6,2026-06,553525.38,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,8,2026-08,0.0,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,4,2026-04,595525.38,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,12,2026-12,0.0,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,11,2026-11,0.0,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,3,2026-03,0.0,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,2,2026-02,0.0,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,5,2026-05,553525.38,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,9,2026-09,0.0,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,10,2026-10,0.0,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,1,2026-01,0.0,2026-03-25 16:51:10
2656973,2656973,ACTUALIZADO,7,2026-07,536255.67,2026-03-25 16:51:10
2593439,2593439,ACTUALIZADO,3,2026-03,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,5,2026-05,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,2,2026-02,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,4,2026-04,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,12,2026-12,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,8,2026-08,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,9,2026-09,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,11,2026-11,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,1,2026-01,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,6,2026-06,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,7,2026-07,0.0,2026-02-04 16:43:00
2593439,2593439,ACTUALIZADO,10,2026-10,0.0,2026-02-04 16:43:00
2540380,2540380,ACTUALIZADO,1,2026-01,0.0,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,5,2026-05,106648.52,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,10,2026-10,0.0,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,11,2026-11,0.0,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,12,2026-12,0.0,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,4,2026-04,434849.06,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,2,2026-02,0.0,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,6,2026-06,49504.58,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,7,2026-07,134200.01,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,9,2026-09,0.0,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,3,2026-03,381100.01,2026-03-13 16:16:38
2540380,2540380,ACTUALIZADO,8,2026-08,0.0,2026-03-13 16:16:38
2475326,2475326,ACTUALIZADO,7,2026-07,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,10,2026-10,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,11,2026-11,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,2,2026-02,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,3,2026-03,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,5,2026-05,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,6,2026-06,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,9,2026-09,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,4,2026-04,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,8,2026-08,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,1,2026-01,0.0,2026-02-25 21:01:31
2475326,2475326,ACTUALIZADO,12,2026-12,0.0,2026-02-25 21:01:31
2017492,2017492,ACTUALIZADO,1,2026-01,0.0,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,3,2026-03,5000.0,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,4,2026-04,8000.0,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,7,2026-07,150000.0,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,2,2026-02,3568.89,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,6,2026-06,80000.0,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,8,2026-08,350000.0,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,9,2026-09,450000.0,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,12,2026-12,1298431.11,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,10,2026-10,750000.0,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,11,2026-11,875000.0,2026-03-13 17:12:32
2017492,2017492,ACTUALIZADO,5,2026-05,30000.0,2026-03-13 17:12:32
2627199,2627199,ACTUALIZADO,1,2026-01,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,6,2026-06,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,4,2026-04,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,5,2026-05,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,11,2026-11,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,12,2026-12,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,2,2026-02,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,3,2026-03,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,7,2026-07,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,8,2026-08,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,10,2026-10,0.0,2026-02-25 05:36:06
2627199,2627199,ACTUALIZADO,9,2026-09,0.0,2026-02-25 05:36:06
2711150,2711150,ACTUALIZADO,2,2026-02,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,12,2026-12,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,6,2026-06,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,7,2026-07,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,3,2026-03,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,9,2026-09,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,8,2026-08,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,5,2026-05,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,10,2026-10,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,11,2026-11,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,1,2026-01,0.0,2026-02-11 17:51:06
2711150,2711150,ACTUALIZADO,4,2026-04,2542.26,2026-02-11 17:51:06
2458244,2458244,ACTUALIZADO,4,2026-04,30000.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,5,2026-05,30000.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,1,2026-01,0.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,6,2026-06,30000.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,10,2026-10,0.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,3,2026-03,30000.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,11,2026-11,0.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,8,2026-08,0.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,12,2026-12,0.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,7,2026-07,17653.84,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,2,2026-02,60000.0,2026-02-18 16:36:06
2458244,2458244,ACTUALIZADO,9,2026-09,0.0,2026-02-18 16:36:06
2368594,2368594,ACTUALIZADO,12,2026-12,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,5,2026-05,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,7,2026-07,50000.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,1,2026-01,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,4,2026-04,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,11,2026-11,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,8,2026-08,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,2,2026-02,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,6,2026-06,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,9,2026-09,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,3,2026-03,0.0,2026-02-17 18:35:56
2368594,2368594,ACTUALIZADO,10,2026-10,0.0,2026-02-17 18:35:56
2646140,2646140,ACTUALIZADO,10,2026-10,0.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,6,2026-06,200000.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,8,2026-08,10.54,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,9,2026-09,0.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,7,2026-07,83259.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,5,2026-05,1000000.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,4,2026-04,0.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,12,2026-12,0.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,3,2026-03,1000000.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,1,2026-01,0.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,11,2026-11,0.0,2026-02-20 21:12:01
2646140,2646140,ACTUALIZADO,2,2026-02,100000.0,2026-02-20 21:12:01
2715358,2715358,ACTUALIZADO,2,2026-02,0.0,2026-02-26 18:02:27
2715358,2715358,ACTUALIZADO,4,2026-04,0.0,2026-02-26 18:02:27
2715358,2715358,ACTUALIZADO,6,2026-06,0.0,2026-02-26 18:02:27
2715358,2715358,ACTUALIZADO,7,2026-07,0.0,2026-02-26 18:02:27
2715358,2715358,ACTUALIZADO,12,2026-12,0.0,2026-02-26 18:02:27
2715358,2715358,ACTUALIZADO,1,2026-01,0.0,2026-02-26 18:02:27
2715358,2715358,ACTUALIZADO,3,2026-03,0.0,2026-02-26 18:02:27
2715358,2715358,ACTUALIZADO,9,2026-09,0.0,2026-02-26 18:02:27
