investment_code,COD_UNICO,DES_TIPO,COD_MES,PERIODO,MTO_ACT
2716925,2716925,PROGRAMADO,7,2026-07,0.0
2716925,2716925,PROGRAMADO,5,2026-05,0.0
2716925,2716925,PROGRAMADO,11,2026-11,0.0
2716925,2716925,PROGRAMADO,12,2026-12,0.0
2569808,2569808,PROGRAMADO,1,2026-01,18995.0
2569808,2569808,PROGRAMADO,7,2026-07,0.0
2569808,2569808,PROGRAMADO,2,2026-02,50000.0
2569808,2569808,PROGRAMADO,3,2026-03,100000.0
2569808,2569808,PROGRAMADO,9,2026-09,0.0
2569808,2569808,PROGRAMADO,12,2026-12,0.0
2569808,2569808,PROGRAMADO,4,2026-04,81005.0
2569808,2569808,PROGRAMADO,6,2026-06,0.0
2569808,2569808,PROGRAMADO,8,2026-08,0.0
2569808,2569808,PROGRAMADO,10,2026-10,0.0
2569808,2569808,PROGRAMADO,11,2026-11,0.0
2569808,2569808,PROGRAMADO,5,2026-05,0.0
2701241,2701241,PROGRAMADO,11,2026-11,0.0
2701241,2701241,PROGRAMADO,7,2026-07,0.0
2701241,2701241,PROGRAMADO,2,2026-02,0.0
2701241,2701241,PROGRAMADO,5,2026-05,0.0
2701241,2701241,PROGRAMADO,1,2026-01,0.0
2701241,2701241,PROGRAMADO,8,2026-08,0.0
2701241,2701241,PROGRAMADO,6,2026-06,0.0
2701241,2701241,PROGRAMADO,4,2026-04,0.0
2701241,2701241,PROGRAMADO,12,2026-12,0.0
2701241,2701241,PROGRAMADO,3,2026-03,0.0
2701241,2701241,PROGRAMADO,9,2026-09,0.0
2701241,2701241,PROGRAMADO,10,2026-10,0.0
2707086,2707086,PROGRAMADO,4,2026-04,0.0
2707086,2707086,PROGRAMADO,3,2026-03,0.0
2707086,2707086,PROGRAMADO,9,2026-09,0.0
2707086,2707086,PROGRAMADO,10,2026-10,0.0
2707086,2707086,PROGRAMADO,2,2026-02,0.0
2707086,2707086,PROGRAMADO,5,2026-05,0.0
2707086,2707086,PROGRAMADO,11,2026-11,0.0
2707086,2707086,PROGRAMADO,7,2026-07,0.0
2707086,2707086,PROGRAMADO,6,2026-06,0.0
2707086,2707086,PROGRAMADO,1,2026-01,0.0
2707086,2707086,PROGRAMADO,8,2026-08,0.0
2707086,2707086,PROGRAMADO,12,2026-12,0.0
2624701,2624701,PROGRAMADO,8,2026-08,0.0
2624701,2624701,PROGRAMADO,12,2026-12,0.0
2624701,2624701,PROGRAMADO,4,2026-04,81565.78
2624701,2624701,PROGRAMADO,9,2026-09,0.0
2624701,2624701,PROGRAMADO,10,2026-10,0.0
2624701,2624701,PROGRAMADO,6,2026-06,0.0
2624701,2624701,PROGRAMADO,2,2026-02,0.0
2624701,2624701,PROGRAMADO,5,2026-05,0.0
2624701,2624701,PROGRAMADO,11,2026-11,0.0
2624701,2624701,PROGRAMADO,1,2026-01,0.0
2624701,2624701,PROGRAMADO,3,2026-03,0.0
2624701,2624701,PROGRAMADO,7,2026-07,0.0
2476686,2476686,PROGRAMADO,3,2026-03,0.0
2476686,2476686,PROGRAMADO,6,2026-06,0.0
2476686,2476686,PROGRAMADO,9,2026-09,108736.2
2476686,2476686,PROGRAMADO,10,2026-10,70115.32
2476686,2476686,PROGRAMADO,11,2026-11,1503558.72
2476686,2476686,PROGRAMADO,1,2026-01,0.0
2476686,2476686,PROGRAMADO,8,2026-08,0.0
2476686,2476686,PROGRAMADO,12,2026-12,5316635.0
2476686,2476686,PROGRAMADO,7,2026-07,0.0
2476686,2476686,PROGRAMADO,4,2026-04,0.0
2476686,2476686,PROGRAMADO,2,2026-02,0.0
2476686,2476686,PROGRAMADO,5,2026-05,0.0
2692733,2692733,PROGRAMADO,7,2026-07,0.0
2692733,2692733,PROGRAMADO,10,2026-10,0.0
2692733,2692733,PROGRAMADO,11,2026-11,0.0
2692733,2692733,PROGRAMADO,12,2026-12,0.0
2692733,2692733,PROGRAMADO,5,2026-05,0.0
2692733,2692733,PROGRAMADO,8,2026-08,0.0
2692733,2692733,PROGRAMADO,3,2026-03,0.0
2692733,2692733,PROGRAMADO,9,2026-09,0.0
2692733,2692733,PROGRAMADO,1,2026-01,0.0
2692733,2692733,PROGRAMADO,2,2026-02,0.0
2692733,2692733,PROGRAMADO,4,2026-04,0.0
2692733,2692733,PROGRAMADO,6,2026-06,279160.0
2691575,2691575,PROGRAMADO,2,2026-02,0.0
2691575,2691575,PROGRAMADO,4,2026-04,119695.79
2691575,2691575,PROGRAMADO,10,2026-10,119695.79
2691575,2691575,PROGRAMADO,7,2026-07,119695.79
2691575,2691575,PROGRAMADO,3,2026-03,119695.79
2691575,2691575,PROGRAMADO,6,2026-06,119695.79
2691575,2691575,PROGRAMADO,8,2026-08,119695.79
2691575,2691575,PROGRAMADO,12,2026-12,119695.83
2691575,2691575,PROGRAMADO,1,2026-01,0.0
2691575,2691575,PROGRAMADO,5,2026-05,119695.79
2691575,2691575,PROGRAMADO,9,2026-09,119695.79
2691575,2691575,PROGRAMADO,11,2026-11,119695.79
2250100,2250100,PROGRAMADO,9,2026-09,0.0
2250100,2250100,PROGRAMADO,6,2026-06,0.0
2250100,2250100,PROGRAMADO,1,2026-01,0.0
2250100,2250100,PROGRAMADO,2,2026-02,9750.0
2250100,2250100,PROGRAMADO,7,2026-07,0.0
2250100,2250100,PROGRAMADO,4,2026-04,0.0
2250100,2250100,PROGRAMADO,5,2026-05,0.0
2250100,2250100,PROGRAMADO,8,2026-08,0.0
2250100,2250100,PROGRAMADO,3,2026-03,168168.48
2250100,2250100,PROGRAMADO,10,2026-10,0.0
2250100,2250100,PROGRAMADO,11,2026-11,0.0
2250100,2250100,PROGRAMADO,12,2026-12,0.0
2698600,2698600,PROGRAMADO,4,2026-04,0.0
2698600,2698600,PROGRAMADO,8,2026-08,0.0
2698600,2698600,PROGRAMADO,2,2026-02,0.0
2698600,2698600,PROGRAMADO,5,2026-05,0.0
2698600,2698600,PROGRAMADO,6,2026-06,0.0
2698600,2698600,PROGRAMADO,7,2026-07,0.0
2698600,2698600,PROGRAMADO,11,2026-11,0.0
2698600,2698600,PROGRAMADO,12,2026-12,0.0
2698600,2698600,PROGRAMADO,1,2026-01,0.0
2698600,2698600,PROGRAMADO,9,2026-09,0.0
2698600,2698600,PROGRAMADO,10,2026-10,0.0
2698600,2698600,PROGRAMADO,3,2026-03,0.0
2709847,2709847,PROGRAMADO,1,2026-01,0.0
2709847,2709847,PROGRAMADO,3,2026-03,0.0
2709847,2709847,PROGRAMADO,10,2026-10,0.0
2709847,2709847,PROGRAMADO,4,2026-04,0.0
2709847,2709847,PROGRAMADO,9,2026-09,0.0
2709847,2709847,PROGRAMADO,6,2026-06,0.0
2709847,2709847,PROGRAMADO,11,2026-11,0.0
2709847,2709847,PROGRAMADO,8,2026-08,0.0
2709847,2709847,PROGRAMADO,12,2026-12,0.0
2709847,2709847,PROGRAMADO,2,2026-02,0.0
2709847,2709847,PROGRAMADO,5,2026-05,0.0
2709847,2709847,PROGRAMADO,7,2026-07,0.0
2689758,2689758,PROGRAMADO,7,2026-07,0.0
2689758,2689758,PROGRAMADO,2,2026-02,0.0
2689758,2689758,PROGRAMADO,3,2026-03,0.0
2689758,2689758,PROGRAMADO,5,2026-05,0.0
2689758,2689758,PROGRAMADO,1,2026-01,0.0
2689758,2689758,PROGRAMADO,6,2026-06,0.0
2689758,2689758,PROGRAMADO,11,2026-11,0.0
2689758,2689758,PROGRAMADO,9,2026-09,0.0
2689758,2689758,PROGRAMADO,10,2026-10,0.0
2689758,2689758,PROGRAMADO,4,2026-04,0.0
2689758,2689758,PROGRAMADO,8,2026-08,0.0
2689758,2689758,PROGRAMADO,12,2026-12,0.0
2494818,2494818,PROGRAMADO,5,2026-05,0.0
2494818,2494818,PROGRAMADO,6,2026-06,0.0
2494818,2494818,PROGRAMADO,2,2026-02,0.0
2494818,2494818,PROGRAMADO,12,2026-12,0.0
2494818,2494818,PROGRAMADO,1,2026-01,0.0
2494818,2494818,PROGRAMADO,4,2026-04,0.0
2494818,2494818,PROGRAMADO,11,2026-11,0.0
2494818,2494818,PROGRAMADO,3,2026-03,0.0
2494818,2494818,PROGRAMADO,7,2026-07,0.0
2494818,2494818,PROGRAMADO,8,2026-08,0.0
2494818,2494818,PROGRAMADO,9,2026-09,0.0
2494818,2494818,PROGRAMADO,10,2026-10,0.0
2076673,2076673,PROGRAMADO,7,2026-07,0.0
2076673,2076673,PROGRAMADO,11,2026-11,0.0
2076673,2076673,PROGRAMADO,3,2026-03,0.0
2076673,2076673,PROGRAMADO,6,2026-06,0.0
2076673,2076673,PROGRAMADO,8,2026-08,0.0
2076673,2076673,PROGRAMADO,10,2026-10,0.0
2076673,2076673,PROGRAMADO,12,2026-12,0.0
2076673,2076673,PROGRAMADO,9,2026-09,0.0
2076673,2076673,PROGRAMADO,4,2026-04,6000.0
2076673,2076673,PROGRAMADO,5,2026-05,7672.14
2076673,2076673,PROGRAMADO,1,2026-01,0.0
2076673,2076673,PROGRAMADO,2,2026-02,0.0
2526438,2526438,PROGRAMADO,10,2026-10,0.0
2526438,2526438,PROGRAMADO,1,2026-01,0.0
2526438,2526438,PROGRAMADO,2,2026-02,0.0
2526438,2526438,PROGRAMADO,9,2026-09,0.0
2526438,2526438,PROGRAMADO,5,2026-05,0.0
2526438,2526438,PROGRAMADO,7,2026-07,0.0
2526438,2526438,PROGRAMADO,11,2026-11,0.0
2526438,2526438,PROGRAMADO,12,2026-12,0.0
2526438,2526438,PROGRAMADO,3,2026-03,0.0
2526438,2526438,PROGRAMADO,4,2026-04,0.0
2526438,2526438,PROGRAMADO,6,2026-06,0.0
2526438,2526438,PROGRAMADO,8,2026-08,0.0
2589727,2589727,PROGRAMADO,7,2026-07,30000.0
2589727,2589727,PROGRAMADO,1,2026-01,0.0
2589727,2589727,PROGRAMADO,3,2026-03,65000.0
2589727,2589727,PROGRAMADO,9,2026-09,0.0
2589727,2589727,PROGRAMADO,11,2026-11,0.0
2589727,2589727,PROGRAMADO,12,2026-12,0.0
2589727,2589727,PROGRAMADO,2,2026-02,0.0
2589727,2589727,PROGRAMADO,6,2026-06,0.0
2589727,2589727,PROGRAMADO,4,2026-04,0.0
2589727,2589727,PROGRAMADO,8,2026-08,0.0
2589727,2589727,PROGRAMADO,5,2026-05,0.0
2589727,2589727,PROGRAMADO,10,2026-10,0.0
2632679,2632679,PROGRAMADO,4,2026-04,0.0
2632679,2632679,PROGRAMADO,6,2026-06,0.0
2632679,2632679,PROGRAMADO,2,2026-02,0.0
2632679,2632679,PROGRAMADO,1,2026-01,0.0
2632679,2632679,PROGRAMADO,3,2026-03,0.0
2632679,2632679,PROGRAMADO,5,2026-05,0.0
2632679,2632679,PROGRAMADO,7,2026-07,0.0
2632679,2632679,PROGRAMADO,9,2026-09,0.0
2632679,2632679,PROGRAMADO,8,2026-08,0.0
2632679,2632679,PROGRAMADO,11,2026-11,0.0
2632679,2632679,PROGRAMADO,10,2026-10,0.0
2632679,2632679,PROGRAMADO,12,2026-12,0.0
2586825,2586825,PROGRAMADO,2,2026-02,78495.08
2586825,2586825,PROGRAMADO,9,2026-09,0.0
2586825,2586825,PROGRAMADO,6,2026-06,87631.96
2586825,2586825,PROGRAMADO,3,2026-03,98887.08
2586825,2586825,PROGRAMADO,4,2026-04,95335.08
2586825,2586825,PROGRAMADO,5,2026-05,93335.08
2586825,2586825,PROGRAMADO,7,2026-07,0.0
2586825,2586825,PROGRAMADO,10,2026-10,0.0
2586825,2586825,PROGRAMADO,8,2026-08,0.0
2586825,2586825,PROGRAMADO,11,2026-11,0.0
2586825,2586825,PROGRAMADO,1,2026-01,22897.72
2586825,2586825,PROGRAMADO,12,2026-12,0.0
2606568,2606568,PROGRAMADO,4,2026-04,45436.02
2606568,2606568,PROGRAMADO,7,2026-07,0.0
2606568,2606568,PROGRAMADO,11,2026-11,0.0
2606568,2606568,PROGRAMADO,8,2026-08,0.0
2606568,2606568,PROGRAMADO,1,2026-01,0.0
2606568,2606568,PROGRAMADO,5,2026-05,0.0
2606568,2606568,PROGRAMADO,6,2026-06,0.0
2606568,2606568,PROGRAMADO,9,2026-09,0.0
2606568,2606568,PROGRAMADO,12,2026-12,0.0
2606568,2606568,PROGRAMADO,2,2026-02,0.0
2606568,2606568,PROGRAMADO,10,2026-10,0.0
2606568,2606568,PROGRAMADO,3,2026-03,0.0
2656973,2656973,PROGRAMADO,3,2026-03,0.0
2656973,2656973,PROGRAMADO,4,2026-04,0.0
2656973,2656973,PROGRAMADO,5,2026-05,0.0
2656973,2656973,PROGRAMADO,7,2026-07,0.0
2656973,2656973,PROGRAMADO,9,2026-09,0.0
2656973,2656973,PROGRAMADO,2,2026-02,0.0
2656973,2656973,PROGRAMADO,12,2026-12,0.0
2656973,2656973,PROGRAMADO,1,2026-01,0.0
2656973,2656973,PROGRAMADO,6,2026-06,0.0
2656973,2656973,PROGRAMADO,10,2026-10,0.0
2656973,2656973,PROGRAMADO,11,2026-11,0.0
2656973,2656973,PROGRAMADO,8,2026-08,0.0
2593439,2593439,PROGRAMADO,3,2026-03,0.0
2593439,2593439,PROGRAMADO,5,2026-05,0.0
2593439,2593439,PROGRAMADO,9,2026-09,0.0
2593439,2593439,PROGRAMADO,10,2026-10,0.0
2593439,2593439,PROGRAMADO,12,2026-12,0.0
2593439,2593439,PROGRAMADO,1,2026-01,0.0
2593439,2593439,PROGRAMADO,4,2026-04,0.0
2593439,2593439,PROGRAMADO,11,2026-11,0.0
2593439,2593439,PROGRAMADO,2,2026-02,0.0
2593439,2593439,PROGRAMADO,6,2026-06,0.0
2593439,2593439,PROGRAMADO,7,2026-07,0.0
2593439,2593439,PROGRAMADO,8,2026-08,0.0
2540380,2540380,PROGRAMADO,7,2026-07,0.0
2540380,2540380,PROGRAMADO,5,2026-05,34387.73
2540380,2540380,PROGRAMADO,6,2026-06,431043.66
2540380,2540380,PROGRAMADO,8,2026-08,0.0
2540380,2540380,PROGRAMADO,10,2026-10,0.0
2540380,2540380,PROGRAMADO,1,2026-01,79993.23
2540380,2540380,PROGRAMADO,3,2026-03,302062.42
2540380,2540380,PROGRAMADO,4,2026-04,74082.05
2540380,2540380,PROGRAMADO,9,2026-09,0.0
2540380,2540380,PROGRAMADO,2,2026-02,184733.09
2540380,2540380,PROGRAMADO,11,2026-11,0.0
2540380,2540380,PROGRAMADO,12,2026-12,0.0
2475326,2475326,PROGRAMADO,5,2026-05,0.0
2475326,2475326,PROGRAMADO,2,2026-02,0.0
2475326,2475326,PROGRAMADO,10,2026-10,0.0
2475326,2475326,PROGRAMADO,4,2026-04,0.0
2475326,2475326,PROGRAMADO,6,2026-06,0.0
2475326,2475326,PROGRAMADO,9,2026-09,0.0
2475326,2475326,PROGRAMADO,12,2026-12,0.0
2475326,2475326,PROGRAMADO,7,2026-07,0.0
2475326,2475326,PROGRAMADO,8,2026-08,0.0
2475326,2475326,PROGRAMADO,1,2026-01,0.0
2475326,2475326,PROGRAMADO,3,2026-03,0.0
2475326,2475326,PROGRAMADO,11,2026-11,0.0
2017492,2017492,PROGRAMADO,3,2026-03,0.0
2017492,2017492,PROGRAMADO,7,2026-07,0.0
2017492,2017492,PROGRAMADO,8,2026-08,0.0
2017492,2017492,PROGRAMADO,9,2026-09,500000.0
2017492,2017492,PROGRAMADO,12,2026-12,1500000.0
2017492,2017492,PROGRAMADO,2,2026-02,0.0
2017492,2017492,PROGRAMADO,6,2026-06,0.0
2017492,2017492,PROGRAMADO,1,2026-01,0.0
2017492,2017492,PROGRAMADO,5,2026-05,0.0
2017492,2017492,PROGRAMADO,10,2026-10,1000000.0
2017492,2017492,PROGRAMADO,11,2026-11,1000000.0
2017492,2017492,PROGRAMADO,4,2026-04,0.0
2627199,2627199,PROGRAMADO,6,2026-06,0.0
2627199,2627199,PROGRAMADO,7,2026-07,0.0
2627199,2627199,PROGRAMADO,11,2026-11,0.0
2627199,2627199,PROGRAMADO,3,2026-03,0.0
2627199,2627199,PROGRAMADO,5,2026-05,0.0
2627199,2627199,PROGRAMADO,10,2026-10,0.0
2627199,2627199,PROGRAMADO,4,2026-04,0.0
2627199,2627199,PROGRAMADO,9,2026-09,0.0
2627199,2627199,PROGRAMADO,12,2026-12,0.0
2627199,2627199,PROGRAMADO,8,2026-08,0.0
2627199,2627199,PROGRAMADO,1,2026-01,0.0
2627199,2627199,PROGRAMADO,2,2026-02,0.0
2711150,2711150,PROGRAMADO,10,2026-10,0.0
2711150,2711150,PROGRAMADO,2,2026-02,0.0
2711150,2711150,PROGRAMADO,3,2026-03,0.0
2711150,2711150,PROGRAMADO,8,2026-08,0.0
2711150,2711150,PROGRAMADO,9,2026-09,0.0
2711150,2711150,PROGRAMADO,1,2026-01,0.0
2711150,2711150,PROGRAMADO,11,2026-11,0.0
2711150,2711150,PROGRAMADO,12,2026-12,0.0
2711150,2711150,PROGRAMADO,5,2026-05,0.0
2711150,2711150,PROGRAMADO,6,2026-06,0.0
2711150,2711150,PROGRAMADO,7,2026-07,0.0
2711150,2711150,PROGRAMADO,4,2026-04,0.0
2458244,2458244,PROGRAMADO,1,2026-01,0.0
2458244,2458244,PROGRAMADO,6,2026-06,0.0
2458244,2458244,PROGRAMADO,10,2026-10,0.0
2458244,2458244,PROGRAMADO,11,2026-11,0.0
2458244,2458244,PROGRAMADO,5,2026-05,0.0
2458244,2458244,PROGRAMADO,12,2026-12,0.0
2458244,2458244,PROGRAMADO,2,2026-02,0.0
2458244,2458244,PROGRAMADO,9,2026-09,0.0
2458244,2458244,PROGRAMADO,3,2026-03,0.0
2458244,2458244,PROGRAMADO,4,2026-04,0.0
2458244,2458244,PROGRAMADO,8,2026-08,0.0
2458244,2458244,PROGRAMADO,7,2026-07,0.0
2368594,2368594,PROGRAMADO,2,2026-02,0.0
2368594,2368594,PROGRAMADO,3,2026-03,0.0
2368594,2368594,PROGRAMADO,10,2026-10,0.0
2368594,2368594,PROGRAMADO,12,2026-12,0.0
2368594,2368594,PROGRAMADO,4,2026-04,0.0
2368594,2368594,PROGRAMADO,7,2026-07,50000.0
2368594,2368594,PROGRAMADO,8,2026-08,0.0
2368594,2368594,PROGRAMADO,11,2026-11,0.0
2368594,2368594,PROGRAMADO,1,2026-01,0.0
2368594,2368594,PROGRAMADO,5,2026-05,0.0
2368594,2368594,PROGRAMADO,6,2026-06,0.0
2368594,2368594,PROGRAMADO,9,2026-09,0.0
2646140,2646140,PROGRAMADO,3,2026-03,1000000.0
2646140,2646140,PROGRAMADO,7,2026-07,83259.0
2646140,2646140,PROGRAMADO,10,2026-10,0.0
2646140,2646140,PROGRAMADO,11,2026-11,0.0
2646140,2646140,PROGRAMADO,4,2026-04,0.0
2646140,2646140,PROGRAMADO,1,2026-01,0.0
2646140,2646140,PROGRAMADO,5,2026-05,1000000.0
2646140,2646140,PROGRAMADO,6,2026-06,200000.0
2646140,2646140,PROGRAMADO,8,2026-08,0.0
2646140,2646140,PROGRAMADO,9,2026-09,0.0
2646140,2646140,PROGRAMADO,2,2026-02,100000.0
2646140,2646140,PROGRAMADO,12,2026-12,0.0
2715358,2715358,PROGRAMADO,10,2026-10,0.0
2715358,2715358,PROGRAMADO,1,2026-01,0.0
2715358,2715358,PROGRAMADO,9,2026-09,0.0
2715358,2715358,PROGRAMADO,11,2026-11,0.0
2715358,2715358,PROGRAMADO,12,2026-12,0.0
2715358,2715358,PROGRAMADO,3,2026-03,0.0
2715358,2715358,PROGRAMADO,6,2026-06,143135.69
2715358,2715358,PROGRAMADO,2,2026-02,0.0
2715358,2715358,PROGRAMADO,5,2026-05,0.0
2715358,2715358,PROGRAMADO,7,2026-07,0.0
2715358,2715358,PROGRAMADO,4,2026-04,0.0
2715358,2715358,PROGRAMADO,8,2026-08,0.0
2620991,2620991,PROGRAMADO,2,2026-02,226907.72
2620991,2620991,PROGRAMADO,4,2026-04,343229.4
2620991,2620991,PROGRAMADO,8,2026-08,0.0
2620991,2620991,PROGRAMADO,10,2026-10,0.0
2620991,2620991,PROGRAMADO,11,2026-11,0.0
2620991,2620991,PROGRAMADO,3,2026-03,18651.58
2620991,2620991,PROGRAMADO,5,2026-05,549820.3
2620991,2620991,PROGRAMADO,9,2026-09,0.0
2620991,2620991,PROGRAMADO,12,2026-12,0.0
2620991,2620991,PROGRAMADO,1,2026-01,74820.15
2620991,2620991,PROGRAMADO,7,2026-07,0.0
2620991,2620991,PROGRAMADO,6,2026-06,0.0
2707541,2707541,PROGRAMADO,9,2026-09,0.0
2707541,2707541,PROGRAMADO,6,2026-06,0.0
2707541,2707541,PROGRAMADO,10,2026-10,0.0
2707541,2707541,PROGRAMADO,2,2026-02,0.0
2707541,2707541,PROGRAMADO,3,2026-03,0.0
2707541,2707541,PROGRAMADO,4,2026-04,0.0
2707541,2707541,PROGRAMADO,5,2026-05,0.0
2707541,2707541,PROGRAMADO,1,2026-01,0.0
2707541,2707541,PROGRAMADO,7,2026-07,0.0
2707541,2707541,PROGRAMADO,8,2026-08,0.0
2707541,2707541,PROGRAMADO,12,2026-12,0.0
2707541,2707541,PROGRAMADO,11,2026-11,0.0
2685336,2685336,PROGRAMADO,10,2026-10,0.0
2685336,2685336,PROGRAMADO,2,2026-02,0.0
2685336,2685336,PROGRAMADO,6,2026-06,89209.22
2685336,2685336,PROGRAMADO,8,2026-08,0.0
2685336,2685336,PROGRAMADO,11,2026-11,0.0
2685336,2685336,PROGRAMADO,12,2026-12,20000.0
2685336,2685336,PROGRAMADO,1,2026-01,0.0
2685336,2685336,PROGRAMADO,4,2026-04,20000.0
2685336,2685336,PROGRAMADO,7,2026-07,50000.0
2685336,2685336,PROGRAMADO,9,2026-09,0.0
2685336,2685336,PROGRAMADO,3,2026-03,20000.0
2685336,2685336,PROGRAMADO,5,2026-05,20000.0
2658639,2658639,PROGRAMADO,1,2026-01,0.0
2658639,2658639,PROGRAMADO,7,2026-07,0.0
2658639,2658639,PROGRAMADO,5,2026-05,35000.0
2658639,2658639,PROGRAMADO,2,2026-02,0.0
2658639,2658639,PROGRAMADO,10,2026-10,0.0
2658639,2658639,PROGRAMADO,12,2026-12,0.0
2658639,2658639,PROGRAMADO,4,2026-04,0.0
2658639,2658639,PROGRAMADO,6,2026-06,0.0
2658639,2658639,PROGRAMADO,9,2026-09,0.0
2658639,2658639,PROGRAMADO,3,2026-03,0.0
2658639,2658639,PROGRAMADO,8,2026-08,0.0
2658639,2658639,PROGRAMADO,11,2026-11,0.0
2500094,2500094,PROGRAMADO,4,2026-04,3903.04
2500094,2500094,PROGRAMADO,7,2026-07,0.0
2500094,2500094,PROGRAMADO,10,2026-10,0.0
2500094,2500094,PROGRAMADO,11,2026-11,0.0
2500094,2500094,PROGRAMADO,12,2026-12,87931237.0
2500094,2500094,PROGRAMADO,5,2026-05,0.0
2500094,2500094,PROGRAMADO,2,2026-02,147513.85
2500094,2500094,PROGRAMADO,3,2026-03,6036.0
2500094,2500094,PROGRAMADO,6,2026-06,0.0
2500094,2500094,PROGRAMADO,1,2026-01,278704.11
2500094,2500094,PROGRAMADO,8,2026-08,0.0
2500094,2500094,PROGRAMADO,9,2026-09,0.0
2512456,2512456,PROGRAMADO,10,2026-10,0.0
2512456,2512456,PROGRAMADO,2,2026-02,0.0
2512456,2512456,PROGRAMADO,3,2026-03,0.0
2512456,2512456,PROGRAMADO,6,2026-06,0.0
2512456,2512456,PROGRAMADO,7,2026-07,0.0
2512456,2512456,PROGRAMADO,8,2026-08,0.0
2512456,2512456,PROGRAMADO,1,2026-01,0.0
2512456,2512456,PROGRAMADO,4,2026-04,0.0
2512456,2512456,PROGRAMADO,11,2026-11,0.0
2512456,2512456,PROGRAMADO,12,2026-12,0.0
2512456,2512456,PROGRAMADO,5,2026-05,0.0
2512456,2512456,PROGRAMADO,9,2026-09,0.0
2623126,2623126,PROGRAMADO,4,2026-04,0.0
2623126,2623126,PROGRAMADO,5,2026-05,0.0
2623126,2623126,PROGRAMADO,12,2026-12,0.0
2623126,2623126,PROGRAMADO,3,2026-03,0.0
2623126,2623126,PROGRAMADO,11,2026-11,0.0
2623126,2623126,PROGRAMADO,2,2026-02,0.0
2623126,2623126,PROGRAMADO,9,2026-09,115699.34
2623126,2623126,PROGRAMADO,7,2026-07,115699.33
2623126,2623126,PROGRAMADO,8,2026-08,115699.33
2623126,2623126,PROGRAMADO,6,2026-06,0.0
2623126,2623126,PROGRAMADO,1,2026-01,0.0
2623126,2623126,PROGRAMADO,10,2026-10,0.0
2703163,2703163,PROGRAMADO,2,2026-02,0.0
2703163,2703163,PROGRAMADO,7,2026-07,0.0
2703163,2703163,PROGRAMADO,10,2026-10,0.0
2703163,2703163,PROGRAMADO,3,2026-03,0.0
2703163,2703163,PROGRAMADO,5,2026-05,0.0
2703163,2703163,PROGRAMADO,9,2026-09,0.0
2703163,2703163,PROGRAMADO,1,2026-01,0.0
2703163,2703163,PROGRAMADO,4,2026-04,0.0
2703163,2703163,PROGRAMADO,8,2026-08,0.0
2703163,2703163,PROGRAMADO,12,2026-12,0.0
2703163,2703163,PROGRAMADO,6,2026-06,0.0
2703163,2703163,PROGRAMADO,11,2026-11,0.0
2630438,2630438,PROGRAMADO,8,2026-08,500000.0
2630438,2630438,PROGRAMADO,9,2026-09,500000.0
2630438,2630438,PROGRAMADO,12,2026-12,500000.0
2630438,2630438,PROGRAMADO,6,2026-06,500000.0
2630438,2630438,PROGRAMADO,3,2026-03,500000.0
2630438,2630438,PROGRAMADO,10,2026-10,1000000.0
2630438,2630438,PROGRAMADO,11,2026-11,796816.85
2630438,2630438,PROGRAMADO,1,2026-01,500000.0
2630438,2630438,PROGRAMADO,2,2026-02,500000.0
2630438,2630438,PROGRAMADO,5,2026-05,500000.0
2630438,2630438,PROGRAMADO,7,2026-07,500000.0
2630438,2630438,PROGRAMADO,4,2026-04,500000.0
2511164,2511164,PROGRAMADO,9,2026-09,0.0
2511164,2511164,PROGRAMADO,1,2026-01,0.0
