investment_code,COD_UNICO,DES_TIPO,COD_MES,PERIODO,MTO_ACT
2511164,2511164,PROGRAMADO,2,2026-02,0.0
2511164,2511164,PROGRAMADO,8,2026-08,0.0
2511164,2511164,PROGRAMADO,4,2026-04,0.0
2511164,2511164,PROGRAMADO,7,2026-07,0.0
2511164,2511164,PROGRAMADO,10,2026-10,0.0
2511164,2511164,PROGRAMADO,11,2026-11,0.0
2511164,2511164,PROGRAMADO,12,2026-12,0.0
2511164,2511164,PROGRAMADO,3,2026-03,0.0
2511164,2511164,PROGRAMADO,5,2026-05,0.0
2511164,2511164,PROGRAMADO,6,2026-06,0.0
2050549,2050549,PROGRAMADO,8,2026-08,0.0
2050549,2050549,PROGRAMADO,6,2026-06,0.0
2050549,2050549,PROGRAMADO,12,2026-12,0.0
2050549,2050549,PROGRAMADO,1,2026-01,0.0
2050549,2050549,PROGRAMADO,9,2026-09,0.0
2050549,2050549,PROGRAMADO,10,2026-10,0.0
2050549,2050549,PROGRAMADO,7,2026-07,0.0
2050549,2050549,PROGRAMADO,3,2026-03,0.0
2050549,2050549,PROGRAMADO,4,2026-04,0.0
2050549,2050549,PROGRAMADO,11,2026-11,0.0
2050549,2050549,PROGRAMADO,2,2026-02,0.0
2050549,2050549,PROGRAMADO,5,2026-05,0.0
2709836,2709836,PROGRAMADO,8,2026-08,1000000.0
2709836,2709836,PROGRAMADO,10,2026-10,875000.0
2709836,2709836,PROGRAMADO,12,2026-12,500000.0
2709836,2709836,PROGRAMADO,4,2026-04,1857060.47
2709836,2709836,PROGRAMADO,1,2026-01,0.0
2709836,2709836,PROGRAMADO,5,2026-05,1468428.53
2709836,2709836,PROGRAMADO,6,2026-06,625000.0
2709836,2709836,PROGRAMADO,7,2026-07,750000.0
2709836,2709836,PROGRAMADO,11,2026-11,625000.0
2709836,2709836,PROGRAMADO,3,2026-03,0.0
2709836,2709836,PROGRAMADO,9,2026-09,1000000.0
2709836,2709836,PROGRAMADO,2,2026-02,0.0
2248739,2248739,PROGRAMADO,12,2026-12,0.0
2248739,2248739,PROGRAMADO,8,2026-08,0.0
2248739,2248739,PROGRAMADO,3,2026-03,0.0
2248739,2248739,PROGRAMADO,6,2026-06,0.0
2248739,2248739,PROGRAMADO,7,2026-07,0.0
2248739,2248739,PROGRAMADO,4,2026-04,38000.0
2248739,2248739,PROGRAMADO,9,2026-09,0.0
2248739,2248739,PROGRAMADO,1,2026-01,0.0
2248739,2248739,PROGRAMADO,10,2026-10,0.0
2248739,2248739,PROGRAMADO,11,2026-11,0.0
2248739,2248739,PROGRAMADO,2,2026-02,0.0
2248739,2248739,PROGRAMADO,5,2026-05,0.0
2574298,2574298,PROGRAMADO,7,2026-07,292497.12
2574298,2574298,PROGRAMADO,3,2026-03,974990.4
2574298,2574298,PROGRAMADO,4,2026-04,324996.8
2574298,2574298,PROGRAMADO,10,2026-10,292497.12
2574298,2574298,PROGRAMADO,2,2026-02,0.0
2574298,2574298,PROGRAMADO,8,2026-08,324996.8
2574298,2574298,PROGRAMADO,12,2026-12,0.0
2574298,2574298,PROGRAMADO,9,2026-09,324996.8
2574298,2574298,PROGRAMADO,5,2026-05,324996.8
2574298,2574298,PROGRAMADO,11,2026-11,0.0
2574298,2574298,PROGRAMADO,1,2026-01,0.0
2574298,2574298,PROGRAMADO,6,2026-06,389996.16
2652079,2652079,PROGRAMADO,4,2026-04,0.0
2652079,2652079,PROGRAMADO,6,2026-06,904879.0
2652079,2652079,PROGRAMADO,11,2026-11,457317.0
2652079,2652079,PROGRAMADO,2,2026-02,0.0
2652079,2652079,PROGRAMADO,8,2026-08,804438.0
2652079,2652079,PROGRAMADO,5,2026-05,822617.0
2652079,2652079,PROGRAMADO,7,2026-07,995367.0
2652079,2652079,PROGRAMADO,1,2026-01,0.0
2652079,2652079,PROGRAMADO,10,2026-10,324833.0
2652079,2652079,PROGRAMADO,9,2026-09,204394.0
2652079,2652079,PROGRAMADO,3,2026-03,0.0
2652079,2652079,PROGRAMADO,12,2026-12,421854.0
2709403,2709403,PROGRAMADO,2,2026-02,0.0
2709403,2709403,PROGRAMADO,7,2026-07,0.0
2709403,2709403,PROGRAMADO,4,2026-04,0.0
2709403,2709403,PROGRAMADO,8,2026-08,0.0
2709403,2709403,PROGRAMADO,9,2026-09,0.0
2709403,2709403,PROGRAMADO,11,2026-11,0.0
2709403,2709403,PROGRAMADO,12,2026-12,0.0
2709403,2709403,PROGRAMADO,1,2026-01,0.0
2709403,2709403,PROGRAMADO,3,2026-03,0.0
2709403,2709403,PROGRAMADO,5,2026-05,0.0
2709403,2709403,PROGRAMADO,6,2026-06,0.0
2709403,2709403,PROGRAMADO,10,2026-10,0.0
2485439,2485439,PROGRAMADO,12,2026-12,0.0
2485439,2485439,PROGRAMADO,6,2026-06,0.0
2485439,2485439,PROGRAMADO,3,2026-03,0.0
2485439,2485439,PROGRAMADO,8,2026-08,0.0
2485439,2485439,PROGRAMADO,7,2026-07,0.0
2485439,2485439,PROGRAMADO,10,2026-10,0.0
2485439,2485439,PROGRAMADO,11,2026-11,0.0
2485439,2485439,PROGRAMADO,1,2026-01,0.0
2485439,2485439,PROGRAMADO,5,2026-05,0.0
2485439,2485439,PROGRAMADO,2,2026-02,0.0
2485439,2485439,PROGRAMADO,4,2026-04,0.0
2485439,2485439,PROGRAMADO,9,2026-09,0.0
2701145,2701145,PROGRAMADO,7,2026-07,0.0
2701145,2701145,PROGRAMADO,4,2026-04,0.0
2701145,2701145,PROGRAMADO,6,2026-06,0.0
2701145,2701145,PROGRAMADO,11,2026-11,0.0
2701145,2701145,PROGRAMADO,5,2026-05,0.0
2701145,2701145,PROGRAMADO,9,2026-09,0.0
2701145,2701145,PROGRAMADO,10,2026-10,0.0
2701145,2701145,PROGRAMADO,1,2026-01,0.0
2701145,2701145,PROGRAMADO,8,2026-08,0.0
2701145,2701145,PROGRAMADO,12,2026-12,0.0
2701145,2701145,PROGRAMADO,2,2026-02,0.0
2701145,2701145,PROGRAMADO,3,2026-03,0.0
2703092,2703092,PROGRAMADO,4,2026-04,0.0
2703092,2703092,PROGRAMADO,8,2026-08,0.0
2703092,2703092,PROGRAMADO,9,2026-09,0.0
2703092,2703092,PROGRAMADO,10,2026-10,0.0
2703092,2703092,PROGRAMADO,1,2026-01,0.0
2703092,2703092,PROGRAMADO,5,2026-05,0.0
2703092,2703092,PROGRAMADO,6,2026-06,0.0
2703092,2703092,PROGRAMADO,7,2026-07,23076.27
2703092,2703092,PROGRAMADO,12,2026-12,0.0
2703092,2703092,PROGRAMADO,11,2026-11,0.0
2703092,2703092,PROGRAMADO,2,2026-02,0.0
2703092,2703092,PROGRAMADO,3,2026-03,0.0
2665682,2665682,PROGRAMADO,2,2026-02,0.0
2665682,2665682,PROGRAMADO,6,2026-06,0.0
2665682,2665682,PROGRAMADO,3,2026-03,0.0
2665682,2665682,PROGRAMADO,7,2026-07,0.0
2665682,2665682,PROGRAMADO,11,2026-11,0.0
2665682,2665682,PROGRAMADO,8,2026-08,0.0
2665682,2665682,PROGRAMADO,12,2026-12,0.0
2665682,2665682,PROGRAMADO,4,2026-04,0.0
2665682,2665682,PROGRAMADO,5,2026-05,0.0
2665682,2665682,PROGRAMADO,9,2026-09,0.0
2665682,2665682,PROGRAMADO,10,2026-10,0.0
2665682,2665682,PROGRAMADO,1,2026-01,0.0
2459491,2459491,PROGRAMADO,2,2026-02,0.0
2459491,2459491,PROGRAMADO,7,2026-07,0.0
2459491,2459491,PROGRAMADO,8,2026-08,0.0
2459491,2459491,PROGRAMADO,10,2026-10,0.0
2459491,2459491,PROGRAMADO,12,2026-12,0.0
2459491,2459491,PROGRAMADO,3,2026-03,0.0
2459491,2459491,PROGRAMADO,4,2026-04,0.0
2459491,2459491,PROGRAMADO,5,2026-05,0.0
2459491,2459491,PROGRAMADO,6,2026-06,0.0
2459491,2459491,PROGRAMADO,11,2026-11,0.0
2459491,2459491,PROGRAMADO,1,2026-01,0.0
2459491,2459491,PROGRAMADO,9,2026-09,0.0
2599360,2599360,PROGRAMADO,4,2026-04,508569.0
2599360,2599360,PROGRAMADO,2,2026-02,0.0
2599360,2599360,PROGRAMADO,6,2026-06,0.0
2599360,2599360,PROGRAMADO,5,2026-05,1180595.18
2599360,2599360,PROGRAMADO,8,2026-08,0.0
2599360,2599360,PROGRAMADO,7,2026-07,0.0
2599360,2599360,PROGRAMADO,11,2026-11,0.0
2599360,2599360,PROGRAMADO,3,2026-03,0.0
2599360,2599360,PROGRAMADO,10,2026-10,0.0
2599360,2599360,PROGRAMADO,12,2026-12,0.0
2599360,2599360,PROGRAMADO,1,2026-01,0.0
2599360,2599360,PROGRAMADO,9,2026-09,0.0
2458392,2458392,PROGRAMADO,3,2026-03,0.0
2458392,2458392,PROGRAMADO,6,2026-06,0.0
2458392,2458392,PROGRAMADO,2,2026-02,0.0
2458392,2458392,PROGRAMADO,8,2026-08,0.0
2458392,2458392,PROGRAMADO,7,2026-07,0.0
2458392,2458392,PROGRAMADO,9,2026-09,0.0
2458392,2458392,PROGRAMADO,1,2026-01,0.0
2458392,2458392,PROGRAMADO,4,2026-04,12822.92
2458392,2458392,PROGRAMADO,11,2026-11,0.0
2458392,2458392,PROGRAMADO,12,2026-12,0.0
2458392,2458392,PROGRAMADO,5,2026-05,0.0
2458392,2458392,PROGRAMADO,10,2026-10,0.0
2642511,2642511,PROGRAMADO,2,2026-02,0.0
2642511,2642511,PROGRAMADO,7,2026-07,336888.87
2642511,2642511,PROGRAMADO,9,2026-09,336888.86
2642511,2642511,PROGRAMADO,11,2026-11,0.0
2642511,2642511,PROGRAMADO,3,2026-03,0.0
2642511,2642511,PROGRAMADO,12,2026-12,0.0
2642511,2642511,PROGRAMADO,8,2026-08,336888.87
2642511,2642511,PROGRAMADO,10,2026-10,0.0
2642511,2642511,PROGRAMADO,4,2026-04,0.0
2642511,2642511,PROGRAMADO,5,2026-05,0.0
2642511,2642511,PROGRAMADO,6,2026-06,0.0
2642511,2642511,PROGRAMADO,1,2026-01,0.0
2341212,2341212,PROGRAMADO,3,2026-03,0.0
2341212,2341212,PROGRAMADO,7,2026-07,0.0
2341212,2341212,PROGRAMADO,9,2026-09,0.0
2341212,2341212,PROGRAMADO,1,2026-01,0.0
2341212,2341212,PROGRAMADO,5,2026-05,0.0
2341212,2341212,PROGRAMADO,6,2026-06,0.0
2341212,2341212,PROGRAMADO,12,2026-12,146296.91
2341212,2341212,PROGRAMADO,2,2026-02,0.0
2341212,2341212,PROGRAMADO,4,2026-04,0.0
2341212,2341212,PROGRAMADO,11,2026-11,158000.0
2341212,2341212,PROGRAMADO,8,2026-08,0.0
2341212,2341212,PROGRAMADO,10,2026-10,0.0
2112606,2112606,PROGRAMADO,4,2026-04,0.0
2112606,2112606,PROGRAMADO,8,2026-08,0.0
2112606,2112606,PROGRAMADO,3,2026-03,0.0
2112606,2112606,PROGRAMADO,5,2026-05,0.0
2112606,2112606,PROGRAMADO,6,2026-06,0.0
2112606,2112606,PROGRAMADO,9,2026-09,0.0
2112606,2112606,PROGRAMADO,2,2026-02,0.0
2112606,2112606,PROGRAMADO,7,2026-07,0.0
2112606,2112606,PROGRAMADO,1,2026-01,0.0
2112606,2112606,PROGRAMADO,10,2026-10,0.0
2112606,2112606,PROGRAMADO,11,2026-11,0.0
2112606,2112606,PROGRAMADO,12,2026-12,0.0
2090825,2090825,PROGRAMADO,3,2026-03,0.0
2090825,2090825,PROGRAMADO,6,2026-06,0.0
2090825,2090825,PROGRAMADO,11,2026-11,0.0
2090825,2090825,PROGRAMADO,1,2026-01,0.0
2090825,2090825,PROGRAMADO,2,2026-02,0.0
2090825,2090825,PROGRAMADO,10,2026-10,0.0
2090825,2090825,PROGRAMADO,4,2026-04,118542.0
2090825,2090825,PROGRAMADO,8,2026-08,0.0
2090825,2090825,PROGRAMADO,7,2026-07,0.0
2090825,2090825,PROGRAMADO,9,2026-09,0.0
2090825,2090825,PROGRAMADO,12,2026-12,0.0
2090825,2090825,PROGRAMADO,5,2026-05,0.0
2639915,2639915,PROGRAMADO,2,2026-02,0.0
2639915,2639915,PROGRAMADO,12,2026-12,0.0
2639915,2639915,PROGRAMADO,4,2026-04,0.0
2639915,2639915,PROGRAMADO,9,2026-09,0.0
2639915,2639915,PROGRAMADO,3,2026-03,0.0
2639915,2639915,PROGRAMADO,6,2026-06,0.0
2639915,2639915,PROGRAMADO,11,2026-11,0.0
2639915,2639915,PROGRAMADO,1,2026-01,0.0
2639915,2639915,PROGRAMADO,5,2026-05,0.0
2639915,2639915,PROGRAMADO,7,2026-07,0.0
2639915,2639915,PROGRAMADO,8,2026-08,0.0
2639915,2639915,PROGRAMADO,10,2026-10,0.0
2480406,2480406,PROGRAMADO,1,2026-01,0.0
2480406,2480406,PROGRAMADO,2,2026-02,0.0
2480406,2480406,PROGRAMADO,9,2026-09,0.0
2480406,2480406,PROGRAMADO,12,2026-12,0.0
2480406,2480406,PROGRAMADO,4,2026-04,0.0
2480406,2480406,PROGRAMADO,11,2026-11,0.0
2480406,2480406,PROGRAMADO,6,2026-06,0.0
2480406,2480406,PROGRAMADO,7,2026-07,0.0
2480406,2480406,PROGRAMADO,3,2026-03,0.0
2480406,2480406,PROGRAMADO,10,2026-10,0.0
2480406,2480406,PROGRAMADO,8,2026-08,0.0
2480406,2480406,PROGRAMADO,5,2026-05,0.0
2651902,2651902,PROGRAMADO,8,2026-08,0.0
2651902,2651902,PROGRAMADO,10,2026-10,0.0
2651902,2651902,PROGRAMADO,12,2026-12,772835.33
2651902,2651902,PROGRAMADO,1,2026-01,0.0
2651902,2651902,PROGRAMADO,2,2026-02,0.0
2651902,2651902,PROGRAMADO,5,2026-05,0.0
2651902,2651902,PROGRAMADO,7,2026-07,0.0
2651902,2651902,PROGRAMADO,3,2026-03,0.0
2651902,2651902,PROGRAMADO,6,2026-06,0.0
2651902,2651902,PROGRAMADO,9,2026-09,0.0
2651902,2651902,PROGRAMADO,11,2026-11,0.0
2651902,2651902,PROGRAMADO,4,2026-04,0.0
2504112,2504112,PROGRAMADO,5,2026-05,0.0
2504112,2504112,PROGRAMADO,10,2026-10,0.0
2504112,2504112,PROGRAMADO,4,2026-04,0.0
2504112,2504112,PROGRAMADO,6,2026-06,0.0
2504112,2504112,PROGRAMADO,9,2026-09,0.0
2504112,2504112,PROGRAMADO,1,2026-01,0.0
2504112,2504112,PROGRAMADO,8,2026-08,0.0
2504112,2504112,PROGRAMADO,12,2026-12,0.0
2504112,2504112,PROGRAMADO,2,2026-02,0.0
2504112,2504112,PROGRAMADO,3,2026-03,0.0
2504112,2504112,PROGRAMADO,7,2026-07,0.0
2504112,2504112,PROGRAMADO,11,2026-11,0.0
2600438,2600438,PROGRAMADO,4,2026-04,0.0
2600438,2600438,PROGRAMADO,6,2026-06,0.0
2600438,2600438,PROGRAMADO,9,2026-09,0.0
2600438,2600438,PROGRAMADO,1,2026-01,0.0
2600438,2600438,PROGRAMADO,11,2026-11,500000.0
2600438,2600438,PROGRAMADO,10,2026-10,593831.07
2600438,2600438,PROGRAMADO,3,2026-03,0.0
2600438,2600438,PROGRAMADO,5,2026-05,0.0
2600438,2600438,PROGRAMADO,2,2026-02,0.0
2600438,2600438,PROGRAMADO,7,2026-07,0.0
2600438,2600438,PROGRAMADO,8,2026-08,0.0
2600438,2600438,PROGRAMADO,12,2026-12,0.0
2713215,2713215,PROGRAMADO,3,2026-03,0.0
2713215,2713215,PROGRAMADO,6,2026-06,0.0
2713215,2713215,PROGRAMADO,4,2026-04,0.0
2713215,2713215,PROGRAMADO,10,2026-10,0.0
2713215,2713215,PROGRAMADO,2,2026-02,0.0
2713215,2713215,PROGRAMADO,12,2026-12,0.0
2713215,2713215,PROGRAMADO,7,2026-07,0.0
2713215,2713215,PROGRAMADO,11,2026-11,0.0
2713215,2713215,PROGRAMADO,1,2026-01,0.0
2713215,2713215,PROGRAMADO,5,2026-05,0.0
2713215,2713215,PROGRAMADO,8,2026-08,0.0
2713215,2713215,PROGRAMADO,9,2026-09,0.0
2697167,2697167,PROGRAMADO,9,2026-09,12000.0
2697167,2697167,PROGRAMADO,6,2026-06,0.0
2697167,2697167,PROGRAMADO,8,2026-08,0.0
2697167,2697167,PROGRAMADO,1,2026-01,0.0
2697167,2697167,PROGRAMADO,3,2026-03,0.0
2697167,2697167,PROGRAMADO,4,2026-04,0.0
2697167,2697167,PROGRAMADO,2,2026-02,0.0
2697167,2697167,PROGRAMADO,5,2026-05,0.0
2697167,2697167,PROGRAMADO,10,2026-10,0.0
2697167,2697167,PROGRAMADO,12,2026-12,0.0
2697167,2697167,PROGRAMADO,7,2026-07,0.0
2697167,2697167,PROGRAMADO,11,2026-11,0.0
2500085,2500085,PROGRAMADO,8,2026-08,0.0
2500085,2500085,PROGRAMADO,2,2026-02,0.0
2500085,2500085,PROGRAMADO,5,2026-05,0.0
2500085,2500085,PROGRAMADO,10,2026-10,4000000.0
2500085,2500085,PROGRAMADO,7,2026-07,0.0
2500085,2500085,PROGRAMADO,3,2026-03,0.0
2500085,2500085,PROGRAMADO,4,2026-04,0.0
2500085,2500085,PROGRAMADO,9,2026-09,0.0
2500085,2500085,PROGRAMADO,6,2026-06,1000000.0
2500085,2500085,PROGRAMADO,12,2026-12,0.0
2500085,2500085,PROGRAMADO,11,2026-11,933894.0
2500085,2500085,PROGRAMADO,1,2026-01,0.0
2257728,2257728,PROGRAMADO,3,2026-03,0.0
2257728,2257728,PROGRAMADO,8,2026-08,0.0
2257728,2257728,PROGRAMADO,9,2026-09,0.0
2257728,2257728,PROGRAMADO,1,2026-01,41169.0
2257728,2257728,PROGRAMADO,2,2026-02,0.0
2257728,2257728,PROGRAMADO,5,2026-05,0.0
2257728,2257728,PROGRAMADO,6,2026-06,0.0
2257728,2257728,PROGRAMADO,7,2026-07,0.0
2257728,2257728,PROGRAMADO,11,2026-11,0.0
2257728,2257728,PROGRAMADO,4,2026-04,0.0
2257728,2257728,PROGRAMADO,12,2026-12,1124.0
2257728,2257728,PROGRAMADO,10,2026-10,0.0
2537225,2537225,PROGRAMADO,4,2026-04,0.0
2537225,2537225,PROGRAMADO,6,2026-06,0.0
2537225,2537225,PROGRAMADO,10,2026-10,0.0
2537225,2537225,PROGRAMADO,11,2026-11,0.0
2537225,2537225,PROGRAMADO,7,2026-07,0.0
2537225,2537225,PROGRAMADO,1,2026-01,0.0
2537225,2537225,PROGRAMADO,8,2026-08,0.0
2537225,2537225,PROGRAMADO,2,2026-02,0.0
2537225,2537225,PROGRAMADO,5,2026-05,0.0
2537225,2537225,PROGRAMADO,3,2026-03,21270.0
2537225,2537225,PROGRAMADO,9,2026-09,0.0
2537225,2537225,PROGRAMADO,12,2026-12,0.0
2618266,2618266,PROGRAMADO,2,2026-02,0.0
2618266,2618266,PROGRAMADO,9,2026-09,0.0
2618266,2618266,PROGRAMADO,3,2026-03,21257.92
2618266,2618266,PROGRAMADO,8,2026-08,0.0
2618266,2618266,PROGRAMADO,5,2026-05,150000.0
2618266,2618266,PROGRAMADO,6,2026-06,12000.0
2618266,2618266,PROGRAMADO,7,2026-07,0.0
2618266,2618266,PROGRAMADO,4,2026-04,50222.0
2618266,2618266,PROGRAMADO,11,2026-11,0.0
2618266,2618266,PROGRAMADO,12,2026-12,0.0
2618266,2618266,PROGRAMADO,1,2026-01,0.0
2618266,2618266,PROGRAMADO,10,2026-10,0.0
2668224,2668224,PROGRAMADO,2,2026-02,0.0
2668224,2668224,PROGRAMADO,11,2026-11,0.0
2668224,2668224,PROGRAMADO,1,2026-01,0.0
2668224,2668224,PROGRAMADO,7,2026-07,0.0
2668224,2668224,PROGRAMADO,9,2026-09,0.0
2668224,2668224,PROGRAMADO,10,2026-10,0.0
2668224,2668224,PROGRAMADO,5,2026-05,0.0
2668224,2668224,PROGRAMADO,6,2026-06,0.0
2668224,2668224,PROGRAMADO,4,2026-04,0.0
2668224,2668224,PROGRAMADO,8,2026-08,0.0
2668224,2668224,PROGRAMADO,3,2026-03,0.0
2668224,2668224,PROGRAMADO,12,2026-12,0.0
2304530,2304530,PROGRAMADO,10,2026-10,0.0
2304530,2304530,PROGRAMADO,3,2026-03,0.0
2304530,2304530,PROGRAMADO,11,2026-11,0.0
2304530,2304530,PROGRAMADO,2,2026-02,0.0
2304530,2304530,PROGRAMADO,5,2026-05,0.0
2304530,2304530,PROGRAMADO,7,2026-07,0.0
2304530,2304530,PROGRAMADO,8,2026-08,0.0
2304530,2304530,PROGRAMADO,12,2026-12,0.0
2304530,2304530,PROGRAMADO,1,2026-01,0.0
2304530,2304530,PROGRAMADO,4,2026-04,0.0
2304530,2304530,PROGRAMADO,6,2026-06,0.0
2304530,2304530,PROGRAMADO,9,2026-09,0.0
2467050,2467050,PROGRAMADO,5,2026-05,0.0
2467050,2467050,PROGRAMADO,10,2026-10,0.0
2467050,2467050,PROGRAMADO,7,2026-07,0.0
2467050,2467050,PROGRAMADO,8,2026-08,0.0
2467050,2467050,PROGRAMADO,3,2026-03,0.0
2467050,2467050,PROGRAMADO,11,2026-11,0.0
2467050,2467050,PROGRAMADO,12,2026-12,0.0
2467050,2467050,PROGRAMADO,2,2026-02,0.0
2467050,2467050,PROGRAMADO,6,2026-06,0.0
2467050,2467050,PROGRAMADO,9,2026-09,0.0
2467050,2467050,PROGRAMADO,1,2026-01,0.0
2467050,2467050,PROGRAMADO,4,2026-04,0.0
2623733,2623733,PROGRAMADO,2,2026-02,0.0
2623733,2623733,PROGRAMADO,5,2026-05,0.0
2623733,2623733,PROGRAMADO,10,2026-10,0.0
2623733,2623733,PROGRAMADO,9,2026-09,0.0
2623733,2623733,PROGRAMADO,1,2026-01,0.0
2623733,2623733,PROGRAMADO,7,2026-07,0.0
2623733,2623733,PROGRAMADO,11,2026-11,0.0
2623733,2623733,PROGRAMADO,3,2026-03,0.0
2623733,2623733,PROGRAMADO,4,2026-04,0.0
2623733,2623733,PROGRAMADO,6,2026-06,0.0
2623733,2623733,PROGRAMADO,8,2026-08,0.0
2623733,2623733,PROGRAMADO,12,2026-12,0.0
2619096,2619096,PROGRAMADO,2,2026-02,0.0
2619096,2619096,PROGRAMADO,8,2026-08,0.0
2619096,2619096,PROGRAMADO,11,2026-11,0.0
2619096,2619096,PROGRAMADO,1,2026-01,0.0
2619096,2619096,PROGRAMADO,9,2026-09,0.0
2619096,2619096,PROGRAMADO,7,2026-07,0.0
2619096,2619096,PROGRAMADO,4,2026-04,0.0
2619096,2619096,PROGRAMADO,5,2026-05,0.0
2619096,2619096,PROGRAMADO,12,2026-12,0.0
2619096,2619096,PROGRAMADO,3,2026-03,0.0
2619096,2619096,PROGRAMADO,6,2026-06,0.0
2619096,2619096,PROGRAMADO,10,2026-10,0.0
2325712,2325712,PROGRAMADO,5,2026-05,0.0
2325712,2325712,PROGRAMADO,11,2026-11,0.0
2325712,2325712,PROGRAMADO,3,2026-03,0.0
2325712,2325712,PROGRAMADO,10,2026-10,0.0
2325712,2325712,PROGRAMADO,2,2026-02,0.0
2325712,2325712,PROGRAMADO,7,2026-07,0.0
2325712,2325712,PROGRAMADO,12,2026-12,0.0
2325712,2325712,PROGRAMADO,6,2026-06,0.0
2325712,2325712,PROGRAMADO,1,2026-01,0.0
2325712,2325712,PROGRAMADO,8,2026-08,0.0
2325712,2325712,PROGRAMADO,4,2026-04,0.0
2325712,2325712,PROGRAMADO,9,2026-09,0.0
2526974,2526974,PROGRAMADO,3,2026-03,50000.0
2526974,2526974,PROGRAMADO,7,2026-07,20000.0
2526974,2526974,PROGRAMADO,6,2026-06,6000.0
2526974,2526974,PROGRAMADO,4,2026-04,90000.0
2526974,2526974,PROGRAMADO,8,2026-08,0.0
2526974,2526974,PROGRAMADO,2,2026-02,0.0
2526974,2526974,PROGRAMADO,12,2026-12,0.0
2526974,2526974,PROGRAMADO,1,2026-01,0.0
2526974,2526974,PROGRAMADO,9,2026-09,0.0
2526974,2526974,PROGRAMADO,5,2026-05,14000.0
2526974,2526974,PROGRAMADO,10,2026-10,0.0
2526974,2526974,PROGRAMADO,11,2026-11,0.0
2233757,2233757,PROGRAMADO,10,2026-10,0.0
2233757,2233757,PROGRAMADO,7,2026-07,0.0
2233757,2233757,PROGRAMADO,11,2026-11,0.0
2233757,2233757,PROGRAMADO,3,2026-03,0.0
2233757,2233757,PROGRAMADO,4,2026-04,0.0
2233757,2233757,PROGRAMADO,1,2026-01,0.0
2233757,2233757,PROGRAMADO,5,2026-05,0.0
2233757,2233757,PROGRAMADO,6,2026-06,0.0
2233757,2233757,PROGRAMADO,9,2026-09,0.0
2233757,2233757,PROGRAMADO,2,2026-02,0.0
2233757,2233757,PROGRAMADO,8,2026-08,0.0
2233757,2233757,PROGRAMADO,12,2026-12,0.0
2482670,2482670,PROGRAMADO,12,2026-12,0.0
2482670,2482670,PROGRAMADO,1,2026-01,0.0
2482670,2482670,PROGRAMADO,3,2026-03,0.0
2482670,2482670,PROGRAMADO,5,2026-05,0.0
2482670,2482670,PROGRAMADO,9,2026-09,0.0
2482670,2482670,PROGRAMADO,2,2026-02,0.0
2482670,2482670,PROGRAMADO,8,2026-08,0.0
2482670,2482670,PROGRAMADO,11,2026-11,0.0
2482670,2482670,PROGRAMADO,6,2026-06,0.0
2482670,2482670,PROGRAMADO,7,2026-07,0.0
2482670,2482670,PROGRAMADO,10,2026-10,0.0
2482670,2482670,PROGRAMADO,4,2026-04,419125.56
2706887,2706887,PROGRAMADO,8,2026-08,0.0
2706887,2706887,PROGRAMADO,7,2026-07,65000.0
2706887,2706887,PROGRAMADO,1,2026-01,0.0
2706887,2706887,PROGRAMADO,6,2026-06,0.0
2706887,2706887,PROGRAMADO,11,2026-11,450027.33
2706887,2706887,PROGRAMADO,5,2026-05,0.0
2706887,2706887,PROGRAMADO,10,2026-10,450027.3
2706887,2706887,PROGRAMADO,12,2026-12,0.0
2706887,2706887,PROGRAMADO,2,2026-02,0.0
2706887,2706887,PROGRAMADO,3,2026-03,0.0
2706887,2706887,PROGRAMADO,4,2026-04,0.0
2706887,2706887,PROGRAMADO,9,2026-09,450027.3
